id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,poblacion_total,renta_media_hogar,alquiler_medio_mes,tiene_gran_recinto,total_vut
20030372,Ca' Lau,58477737,Lau,Barajas,Timón,40.47247,-3.58208,Private room,26.0,1,105,2021-04-11,2.33,1,0,50613,58405,825.74,1,17
20038769,habitacion centrica,132916405,Alvaro,Latina,Campamento,40.39838,-3.76595,Private room,15.0,1,3,2019-09-09,0.07,1,364,251139,38078,651.95,0,68
20043719,Habitación individual o doble en el Rastro,142384024,María José,Centro,Embajadores,40.40702,-3.70563,Private room,30.0,2,24,2020-03-11,0.54,1,75,141800,44958,825.0,1,218
20044097,Cueva en tejado castizo,66304132,Olga,Centro,Embajadores,40.41172,-3.70648,Entire home/apt,20.0,1,35,2021-04-04,0.83,2,337,141800,44958,825.0,1,218
20047923,Stylish terraced quiet studio attic in the center.,15867827,Juan Manuel,Centro,Universidad,40.42394,-3.70407,Entire home/apt,49.0,5,4,2019-07-01,0.09,1,89,141800,44958,825.0,1,218
20048800,Sunny big room in the heart of lavapies,142432286,Kelian,Centro,Embajadores,40.40686,-3.70151,Private room,2803.0,3,0,,0.0,1,0,141800,44958,825.0,1,218
20049518,Acogedor apartamento en barrio de las Letras,58626009,Desconocido,Centro,Cortes,40.41277,-3.69628,Entire home/apt,39.0,3,1,2021-02-28,0.65,1,0,141800,44958,825.0,1,218
20049665,Luis,68664241,Luis Carlos,Arganzuela,Chopera,40.39485,-3.69933,Private room,8.0,1,1,2020-01-04,0.06,3,0,158550,52857,850.0,0,121
20049683,Atico con terraza en el céntrico barrio de Tetuan.,69593570,Miguel,Tetuán,Valdeacederas,40.46379,-3.70169,Entire home/apt,76.0,3,49,2021-02-18,1.13,1,150,167776,45762,756.23,0,177
20060669,Peace in the city center. + 10 euros parking place,45759520,Alejandro,Arganzuela,Acacias,40.39841,-3.70486,Entire home/apt,60.0,4,6,2017-10-21,0.13,3,0,158550,52857,850.0,0,121
20060899,Habitación doble en Arturo Soria,90612614,Rube,Ciudad Lineal,Concepción,40.44106,-3.64261,Private room,16.0,3,0,,0.0,2,0,230334,46937,735.75,0,133
20060963,Private room in a central part of the City,142563487,P.T,Chamberí,Gaztambide,40.43052,-3.71404,Private room,21.0,2,5,2019-09-15,0.23,2,62,141522,65174,998.75,0,60
20061373,"Amplia, comoda y luminosa habitación en el Retiro.",36650482,Carolina,Retiro,Pacífico,40.40571,-3.68187,Private room,23.0,1,109,2020-10-23,2.42,3,0,118863,64787,950.0,0,40
20063313,Downtown Boutique - MADFlats Collection,112373304,Daniel,Chamberí,Trafalgar,40.43008,-3.70185,Entire home/apt,215.0,1,11,2021-01-31,0.25,62,0,141522,65174,998.75,0,60
20065636,Habitación para tu visita a Madrid,142605684,William David,Latina,Cármenes,40.40442,-3.74073,Private room,13.0,1,1,2021-04-09,1.0,1,361,251139,38078,651.95,0,68
20069006,Castellana/Bernabéu Area 8 PAX Apartment,119095036,Fernando,Chamartín,Nueva España,40.46153,-3.68577,Entire home/apt,119.0,2,140,2020-03-08,3.18,3,0,148093,79274,951.72,1,109
20069463,M (ACA11) ESTUDIO 4 PAX,100336740,Victoria&Fer,Arganzuela,Acacias,40.40432,-3.70447,Entire home/apt,236.0,1,0,,0.0,43,102,158550,52857,850.0,0,121
20070091,Casa muy acojedora en Madrid - Zona Castellana,123995944,Luis,Tetuán,Castillejos,40.45889,-3.69624,Entire home/apt,91.0,2,56,2020-03-01,1.28,3,0,167776,45762,756.23,0,177
20073961,"Easy Home, Easy Life",39295381,Nacho,Chamartín,Prosperidad,40.43879,-3.67775,Entire home/apt,80.0,2,21,2018-09-01,0.52,1,0,148093,79274,951.72,1,109
20082564,"Duplex in Four towers, Kio towers",132709927,Kike,Tetuán,Valdeacederas,40.47147,-3.70293,Entire home/apt,140.0,4,6,2019-06-02,0.14,1,364,167776,45762,756.23,0,177
20088756,Habitación en el Centro de Madrid,142837429,Paula Julia,Salamanca,Lista,40.42888,-3.67094,Private room,190.0,2,2,2017-09-03,0.05,3,364,147256,69147,969.21,0,79
20089804,Your BEST EXPERIENCE in old Madrid. Santa Ana,14626191,Andrea Y Daniel,Centro,Cortes,40.41423,-3.70206,Entire home/apt,80.0,1,85,2021-03-26,1.88,8,358,141800,44958,825.0,1,218
20098186,Apt. FÚCAR (BARRIO LAS LETRAS) perfect 4 FAMILIES,107141654,Leeways,Centro,Cortes,40.41221,-3.69556,Entire home/apt,71.0,3,224,2021-04-13,4.99,88,97,141800,44958,825.0,1,218
20123570,MODERN 2 BR 2 BATHS IN P.MAYOR 1,143045089,Marcos,Centro,Palacio,40.41573,-3.71108,Entire home/apt,47.0,2,147,2021-04-06,3.3,1,267,141800,44958,825.0,1,218
20129330,Acogedora habitacion Parque El Retiro,142223688,Betty,Retiro,Ibiza,40.4162,-3.67676,Private room,18.0,10,54,2019-10-01,1.2,4,350,118863,64787,950.0,0,40
20130468,GRAN VIA Apartment / WIFI / 6 px,37918137,Diana,Centro,Justicia,40.42108,-3.70076,Entire home/apt,66.0,2,127,2021-04-04,2.92,12,339,141800,44958,825.0,1,218
20130942,Habitación privada.Cerca aeropuerto IFEMA WANDA,1900722,Desconocido,Barajas,Casco Histórico de Barajas,40.46906,-3.58089,Private room,34.0,1,32,2020-10-13,0.75,4,365,50613,58405,825.74,1,17
20132289,Latina Suite - MADFlats Collection,112373304,Daniel,Centro,Embajadores,40.41193,-3.7074,Entire home/apt,157.0,1,9,2021-02-01,0.21,62,334,141800,44958,825.0,1,218
20136529,Habitación económica  grande y tranquila,143197318,Marta Lucia,Ciudad Lineal,Quintana,40.4326,-3.655,Private room,21.0,1,106,2021-04-09,2.81,2,365,230334,46937,735.75,0,133
20137067,Habitación luminosa cerca del centro y Madrid Río,17482222,Javier,Arganzuela,Acacias,40.40114,-3.70725,Private room,25.0,1,0,,0.0,1,0,158550,52857,850.0,0,121
20137121,Habitación sencilla economica,143197318,Marta Lucia,Ciudad Lineal,Ventas,40.43077,-3.654,Private room,20.0,1,184,2020-09-13,4.14,2,365,230334,46937,735.75,0,133
20142259,Spacious and Charming on the Plaza de la Paja,132507619,Doreen,Centro,Palacio,40.41335,-3.71308,Entire home/apt,90.0,5,10,2020-01-01,0.22,1,17,141800,44958,825.0,1,218
20142789,Habitación privada cerca de Aeropuerto IFEMA Wanda,1900722,Desconocido,Barajas,Casco Histórico de Barajas,40.46906,-3.58089,Private room,37.0,1,55,2020-02-02,1.26,4,365,50613,58405,825.74,1,17
20148324,Cozy Flat in La Latina,16439253,Pablo,Centro,Palacio,40.41325,-3.70879,Entire home/apt,290.0,2,56,2020-03-08,1.26,1,0,141800,44958,825.0,1,218
20153564,Rivendel,80622565,Hernan,Puente de Vallecas,San Diego,40.38855,-3.66665,Entire home/apt,38.0,1,1,2017-08-07,0.02,1,0,257924,32666,600.01,0,79
20163416,Room in Madrid center.,97832983,Carlos,Centro,Embajadores,40.40777,-3.70636,Private room,24.0,2,25,2019-12-09,0.57,1,0,141800,44958,825.0,1,218
20164403,Apartamento moderno con vistas en pleno centro,143500952,Javier,Centro,Universidad,40.42543,-3.71095,Private room,85.0,2,1,2017-09-07,0.02,1,0,141800,44958,825.0,1,218
20166483,Piso en Santisima Trinidad (Chamberi),10734785,Sergio,Chamberí,Trafalgar,40.4352,-3.70041,Private room,25.0,1,0,,0.0,1,0,141522,65174,998.75,0,60
20167485,Modern and bright property with terrace,9228673,Home At Homes,Salamanca,Fuente del Berro,40.4244,-3.66667,Entire home/apt,231.0,5,14,2020-12-07,0.35,11,0,147256,69147,969.21,0,79
20169279,Habitación privada individual en Menéndez Pelayo,89312279,Natalia,Retiro,Pacífico,40.40592,-3.68198,Private room,15.0,1,5,2017-08-31,0.11,1,0,118863,64787,950.0,0,40
20172673,"Habitacion privada,espaciosa y confortable.",11050062,Massimo,Latina,Aguilas,40.374,-3.77085,Private room,18.0,7,0,,0.0,1,0,251139,38078,651.95,0,68
20177724,Piso con encanto en pleno Barrio de Salamanca,143643220,Carmen,Salamanca,Castellana,40.4375,-3.68558,Entire home/apt,280.0,4,1,2019-10-07,0.05,1,177,147256,69147,969.21,0,79
20179396,Apartamento cercano a Aeropuerto e IFEMA.Tranquilo,1900722,Desconocido,Barajas,Casco Histórico de Barajas,40.46906,-3.58089,Entire home/apt,120.0,1,47,2020-02-09,1.04,4,261,50613,58405,825.74,1,17
20179993,Exclusivo lugar en zona de Puerta de Hierro,143664794,Mayka,Fuencarral - El Pardo,Peñagrande,40.47814,-3.73516,Private room,26.0,2,113,2020-03-14,2.59,1,90,256037,62385,894.61,0,52
20180442,Apartamento Madrid,143668307,Yacine,San Blas - Canillejas,Arcos,40.42377,-3.6133,Private room,25.0,1,1,2019-09-06,0.05,1,179,168526,44468,735.0,1,18
20181508,Summer dream house in Madrid,33615726,Didier,Ciudad Lineal,San Juan Bautista,40.45114,-3.65488,Private room,35.0,2,1,2017-08-11,0.02,1,0,230334,46937,735.75,0,133
20181536,Apartamento en barrio  Salamanca,140613374,Tomás,Salamanca,Goya,40.42736,-3.6774,Entire home/apt,60.0,10,11,2019-09-29,0.25,1,58,147256,69147,969.21,0,79
20181588,"Habitación privada.Aeropuerto ,IFEMA,WandaMetrop",1900722,Desconocido,Barajas,Casco Histórico de Barajas,40.46906,-3.58089,Private room,38.0,1,25,2020-02-03,0.58,4,356,50613,58405,825.74,1,17
20184329,El Hogar de Debod,107851515,Samueru,Moncloa - Aravaca,Argüelles,40.42901,-3.71654,Private room,22.0,2,2,2017-09-30,0.05,2,0,126257,71711,900.49,1,24
20185407,Great double room 10 min from the airport/Ifema 0E,23441165,Andrea,Hortaleza,Piovera,40.45678,-3.65217,Private room,24.0,1,66,2019-12-24,1.48,26,365,209178,61472,896.61,1,28
20185526,Great indiv room 10 min from the airport/Ifema 7L,23441165,Andrea,Hortaleza,Piovera,40.45651,-3.65344,Private room,13.0,1,259,2021-04-01,5.79,26,340,209178,61472,896.61,1,28
20195535,Piso en Carrera de San Jeronimo,143748236,Diego,Centro,Cortes,40.41482,-3.69813,Entire home/apt,120.0,2,0,,0.0,1,0,141800,44958,825.0,1,218
20196760,Ático con piscina,931326,Robert,Chamartín,Nueva España,40.46063,-3.68092,Entire home/apt,40.0,15,0,,0.0,1,0,148093,79274,951.72,1,109
20199593,"*Studio Centre- Reina Sofia-Atocha-WiFi, A/C*",143860194,Moncho,Centro,Embajadores,40.40835,-3.69614,Entire home/apt,34.0,1,268,2021-04-07,6.0,11,339,141800,44958,825.0,1,218
20199981,La habitacion de Debod,107851515,Samueru,Moncloa - Aravaca,Argüelles,40.42884,-3.71805,Private room,29.0,2,1,2017-08-10,0.02,2,0,126257,71711,900.49,1,24
20200250,"**Studio Centre- Reina Sofia-Atocha-WiFi, A/C**",143860194,Moncho,Centro,Embajadores,40.40842,-3.6957,Entire home/apt,36.0,1,283,2021-04-11,6.35,11,342,141800,44958,825.0,1,218
20200455,"***Loft Centre- Reina Sofia-Atocha-WiFi, A/C***",143860194,Moncho,Arganzuela,Palos de Moguer,40.40622,-3.69576,Entire home/apt,45.0,1,313,2021-04-12,7.04,11,316,158550,52857,850.0,0,121
20201013,"****Studio Centre- Reina Sofia-Atocha-WiFi,A/C****",143860194,Moncho,Arganzuela,Palos de Moguer,40.40624,-3.6961,Entire home/apt,36.0,1,250,2021-04-12,5.66,11,356,158550,52857,850.0,0,121
20202346,Acogedor apartamento en Plaza de España,3945807,Javier,Moncloa - Aravaca,Argüelles,40.42437,-3.71257,Entire home/apt,70.0,4,37,2021-03-31,0.85,2,0,126257,71711,900.49,1,24
20203509,Luminous apartment in the Bohemian Lavapiés,8276432,Rutilio Adolfo,Centro,Embajadores,40.40699,-3.7029,Entire home/apt,42.0,2,142,2021-03-17,3.28,20,354,141800,44958,825.0,1,218
20203522,Bonito apartamento en pleno centro de Madrid,94373056,Sergio,Centro,Justicia,40.42058,-3.70116,Entire home/apt,60.0,2,70,2020-03-01,1.58,1,0,141800,44958,825.0,1,218
20203771,Nice Penthouse room in cozy Retiro neighborhood,36533575,Glo,Retiro,Ibiza,40.41925,-3.67267,Private room,60.0,5,5,2018-04-18,0.11,1,173,118863,64787,950.0,0,40
20205492,Perfecto apartamento en Chamberí,51736845,Daniel,Chamberí,Rios Rosas,40.43845,-3.6948,Entire home/apt,61.0,15,23,2020-03-10,0.53,4,180,141522,65174,998.75,0,60
20206643,Bright 2 bedroom apartment in General Zabala,32046323,Ivory,Chamartín,Ciudad Jardín,40.44477,-3.67562,Entire home/apt,100.0,30,0,,0.0,92,364,148093,79274,951.72,1,109
20210575,Acogedor y confortable piso en Malasaña,36591599,Gabriela,Centro,Universidad,40.42401,-3.70293,Entire home/apt,100.0,3,71,2020-03-10,1.65,4,1,141800,44958,825.0,1,218
20210968,Habitación Puerta del Ángel (ideal si buscas piso),25814517,Sofia,Latina,Puerta del Angel,40.40821,-3.73526,Private room,12.0,1,0,,0.0,1,0,251139,38078,651.95,0,68
20212612,Estupendo piso  La Latina Centro Madrid,141317027,Gonzalo,Centro,Embajadores,40.41115,-3.70773,Entire home/apt,62.0,2,3,2019-10-13,0.07,1,269,141800,44958,825.0,1,218
20216915,Spacious and cozy room in the Center,77219065,Tino Y Patricia,Centro,Embajadores,40.40638,-3.70854,Private room,45.0,3,1,2017-08-30,0.02,3,90,141800,44958,825.0,1,218
20220359,Habitacion Luminosa,139794958,Julio,Carabanchel,San Isidro,40.39477,-3.73042,Private room,13.0,1,0,,0.0,1,0,278090,36350,650.0,0,85
20221372,Increíble Habitación en el Corazón de Madrid,98683967,Mauricio,Arganzuela,Imperial,40.40561,-3.71308,Private room,30.0,1,41,2018-12-23,0.92,1,0,158550,52857,850.0,0,121
20221450,"big master room , metro Lista  &  Núñez Balboa",90186677,Marianna,Salamanca,Lista,40.42959,-3.67952,Private room,30.0,6,0,,0.0,7,180,147256,69147,969.21,0,79
20221739,Apartment next to Gran Vía,3406101,Jota,Centro,Universidad,40.42185,-3.702,Entire home/apt,56.0,3,59,2019-06-18,1.38,1,0,141800,44958,825.0,1,218
20228114,cuarto bohemia 1,56805444,Christian,Centro,Embajadores,40.40902,-3.70313,Private room,48.0,3,0,,0.0,2,1,141800,44958,825.0,1,218
20228428,precioso piso en Conde de Peñalver,144132150,Home,Salamanca,Goya,40.42693,-3.67436,Entire home/apt,130.0,5,1,2019-09-11,0.05,3,257,147256,69147,969.21,0,79
20228517,la bohemia 2,56805444,Christian,Centro,Embajadores,40.40909,-3.70315,Private room,43.0,5,1,2017-12-11,0.02,2,365,141800,44958,825.0,1,218
20230819,Jaime studio's house,6288367,Jaime,Centro,Embajadores,40.40766,-3.70596,Entire home/apt,65.0,1,0,,0.0,1,0,141800,44958,825.0,1,218
20237400,Beautiful apartment in the Parque del Retiro.,96188253,Naara,Retiro,Ibiza,40.41768,-3.67514,Entire home/apt,104.0,3,7,2018-01-08,0.16,1,0,118863,64787,950.0,0,40
20238369,A Place Near the Center,144230807,Mariano,Retiro,Adelfas,40.4016,-3.66726,Entire home/apt,57.0,2,107,2020-01-19,2.43,2,273,118863,64787,950.0,0,40
20238397,Chamberí Loft of 50m2,144231457,Maria,Chamberí,Trafalgar,40.43545,-3.69966,Entire home/apt,50.0,2,1,2017-08-23,0.02,1,0,141522,65174,998.75,0,60
20239938,Encantadora  habitación en Atocha / Retiro.,36650482,Carolina,Retiro,Pacífico,40.40582,-3.68083,Private room,20.0,2,96,2020-07-31,2.13,3,0,118863,64787,950.0,0,40
20239991,Classical apartment with terrace in the center,9228673,Home At Homes,Centro,Universidad,40.42969,-3.71148,Entire home/apt,220.0,5,12,2020-01-02,0.28,11,0,141800,44958,825.0,1,218
20241230,1 room in nice flat,74984183,Sebástian,Chamberí,Gaztambide,40.43242,-3.71402,Private room,32.0,1,0,,0.0,3,0,141522,65174,998.75,0,60
20245553,Atico Santiago Bernabeu,52234994,Javier,Tetuán,Cuatro Caminos,40.45377,-3.69445,Entire home/apt,50.0,3,0,,0.0,2,0,167776,45762,756.23,0,177
20259825,Elegante y luminoso apartamento milla de oro,15737478,Pepa,Retiro,Ibiza,40.42041,-3.67514,Entire home/apt,78.0,2,27,2019-11-07,0.62,1,153,118863,64787,950.0,0,40
20261721,Amazing design apartment in the heart of La latina,62779009,Rita,Centro,Embajadores,40.4098,-3.70912,Entire home/apt,51.0,3,34,2020-10-03,0.76,1,86,141800,44958,825.0,1,218
20262262,Goodvibe home & terrace with bbq,87910953,Meri,Arganzuela,Delicias,40.39415,-3.69283,Private room,20.0,1,2,2018-08-28,0.06,1,0,158550,52857,850.0,0,121
20265530,"Double room in Madrid,  ideal for business trips.",144459849,Cony,Chamartín,Ciudad Jardín,40.44776,-3.67307,Private room,20.0,2,21,2020-03-14,0.47,1,0,148093,79274,951.72,1,109
20271385,Apartamento acogedor,5283966,Isabel,Moncloa - Aravaca,Argüelles,40.43032,-3.71599,Entire home/apt,65.0,2,0,,0.0,1,0,126257,71711,900.49,1,24
20273611,Private room in Bernabéu's/AZCA area,48992339,Eduardo,Tetuán,Castillejos,40.45763,-3.69688,Private room,25.0,5,31,2021-03-23,0.71,3,103,167776,45762,756.23,0,177
20275663,Tranquilidad y Descanso,131888322,Descanso Y Tranquilidad,Centro,Palacio,40.41028,-3.71073,Private room,26.0,1,53,2020-12-14,1.21,2,0,141800,44958,825.0,1,218
20277639,Apartamento reformado con encanto en Centro Madrid,144590767,Mónica,Centro,Embajadores,40.41156,-3.7064,Entire home/apt,56.0,1,64,2020-01-05,1.46,1,318,141800,44958,825.0,1,218
20280636,31 Apartament,107463526,Italo,Centro,Universidad,40.42494,-3.70458,Entire home/apt,40.0,2,22,2021-02-14,0.5,3,365,141800,44958,825.0,1,218
20281338,Luminosa y cómoda habitación con balcón,36650482,Carolina,Retiro,Pacífico,40.40654,-3.68258,Private room,25.0,2,144,2021-03-30,3.28,3,11,118863,64787,950.0,0,40
20284680,New apartment in the best area of Madrid,88936948,Guille,Centro,Sol,40.41991,-3.70654,Entire home/apt,75.0,6,5,2019-06-05,0.12,3,288,141800,44958,825.0,1,218
20302774,Cosy studio,67365849,Sandra,Fuencarral - El Pardo,Peñagrande,40.48167,-3.71873,Entire home/apt,25.0,1,0,,0.0,2,0,256037,62385,894.61,0,52
20302903,NEW FLAT IN PALACIO 4 !!,140876031,Pepa,Centro,Palacio,40.41296,-3.71229,Entire home/apt,59.0,1,14,2017-10-15,0.31,4,0,141800,44958,825.0,1,218
20303682,APARTAMENTO BARRIO DEL PILAR SMART FIT,118075498,Carmen Y Marco,Fuencarral - El Pardo,Peñagrande,40.47288,-3.71647,Entire home/apt,55.0,1,67,2020-08-22,1.53,3,214,256037,62385,894.61,0,52
20304887,"Spacious and Stylish Flat, Close to Retiro Park and Museums",61396897,Ángel Stayaday,Retiro,Pacífico,40.4058,-3.6843,Entire home/apt,164.0,3,118,2020-03-14,3.02,12,14,118863,64787,950.0,0,40
20304931,Comfortable and Renovated Flat in Madrid Center,61396897,Ángel Stayaday,Chamberí,Trafalgar,40.43526,-3.70013,Entire home/apt,76.0,2,110,2020-03-10,2.49,12,0,141522,65174,998.75,0,60
20307427,Apartment Conde duque Madrid,88049813,Shaan,Centro,Universidad,40.427,-3.71131,Entire home/apt,43.0,7,0,,0.0,2,0,141800,44958,825.0,1,218
20313041,Great double room 10 min from the airport/Ifema 8L,23441165,Andrea,Hortaleza,Piovera,40.45648,-3.65324,Private room,17.0,1,266,2021-04-04,5.94,26,364,209178,61472,896.61,1,28
20314948,Loft en el centro de Madrid,7261469,Jesús,Centro,Embajadores,40.4114,-3.70496,Entire home/apt,100.0,1,10,2020-03-02,0.23,1,365,141800,44958,825.0,1,218
20315047,Dehesa de la villa,23846743,Pilar,Moncloa - Aravaca,Valdezarza,40.46556,-3.71883,Private room,25.0,2,39,2021-02-12,0.89,1,89,126257,71711,900.49,1,24
20315436,BEST LOCATION IN MADRID ROYAL PALACE GRAN VIA,14626191,Andrea Y Daniel,Centro,Sol,40.41892,-3.70779,Entire home/apt,82.0,1,93,2021-03-27,2.12,8,350,141800,44958,825.0,1,218
20318361,Entire apartment in Goya,31854771,Bernarda,Salamanca,Goya,40.42488,-3.67738,Entire home/apt,70.0,1,3,2019-01-01,0.07,1,0,147256,69147,969.21,0,79
20322926,Great double room 10 min from the airport/Ifema 8V,23441165,Andrea,Hortaleza,Piovera,40.45637,-3.65247,Hotel room,22.0,1,124,2021-03-08,2.79,26,365,209178,61472,896.61,1,28
20324976,Loft Aluche Madrid,145003335,Leo,Latina,Cuatro Vientos,40.37037,-3.77037,Entire home/apt,75.0,7,11,2020-10-01,0.26,1,320,251139,38078,651.95,0,68
20326040,Lollipop Flats: The Kings hideout,26435996,Lollipop Flats,Centro,Palacio,40.41132,-3.71206,Entire home/apt,33.0,1,65,2020-03-14,2.49,10,0,141800,44958,825.0,1,218
20328145,Habitación doble!! / Double bedroom,119833293,Adriana,Moratalaz,Pavones,40.40025,-3.63587,Private room,24.0,1,6,2017-09-05,0.13,1,0,94405,42823,703.4,0,16
20329772,BEAUTIFUL APARTMENT IN SALAMANCA(Madrid),27426508,John Jarol,Salamanca,Guindalera,40.43727,-3.6655,Entire home/apt,40.0,1,87,2018-10-02,1.95,1,0,147256,69147,969.21,0,79
20336747,Fantastic Room in Serrano- Feel like at Home,145098480,Fiorella,Salamanca,Recoletos,40.42871,-3.68348,Private room,21.0,5,1,2017-09-30,0.02,1,0,147256,69147,969.21,0,79
20345305,"Close to Estadio Santiago Bernabéu, Free parking",35186383,Ming,Tetuán,Berruguete,40.45533,-3.70261,Entire home/apt,53.0,1,185,2021-03-21,4.93,9,40,167776,45762,756.23,0,177
20346903,"New house near Sol, Atocha, Lavapies",145121682,Ruben,Centro,Embajadores,40.41223,-3.70246,Entire home/apt,35.0,2,293,2021-03-25,6.67,1,130,141800,44958,825.0,1,218
20347373,Apartamento  Segovia 'Palacio Real',145123279,Victor,Arganzuela,Imperial,40.41316,-3.72127,Entire home/apt,71.0,2,22,2021-03-15,0.51,5,204,158550,52857,850.0,0,121
20348152,Apartamento  Jerte  'La Latina',145123279,Victor,Centro,Palacio,40.40999,-3.71473,Entire home/apt,54.0,2,32,2021-04-06,0.74,5,363,141800,44958,825.0,1,218
20351536,Laid-back place in the best location,101935713,Hernán,Centro,Palacio,40.40866,-3.71424,Private room,20.0,1,0,,0.0,1,0,141800,44958,825.0,1,218
20371975,BOUTIQUE APARTMENT: PUERTA DEL SOL | A/C - WIFI,140215666,Óscar,Centro,Sol,40.41908,-3.70762,Entire home/apt,83.0,7,178,2020-03-09,3.98,1,0,141800,44958,825.0,1,218
20376056,"Artistic room for rent in Salamanca, Madrid",143601328,Robin,Salamanca,Guindalera,40.43712,-3.67644,Private room,30.0,1,1,2017-08-12,0.02,1,0,147256,69147,969.21,0,79
20376429,Encantador apartamento con balcón en Gran Via,6040093,Angel,Centro,Universidad,40.42173,-3.70452,Entire home/apt,49.0,3,170,2020-03-15,3.91,1,0,141800,44958,825.0,1,218
20381506,Cozy Apartment in Plaza Mayor,79020953,Isa & Amanda,Centro,Sol,40.41592,-3.70685,Entire home/apt,105.0,1,124,2020-08-20,2.78,11,270,141800,44958,825.0,1,218
20397692,Habitación Matrimonial,145447488,Marlen,Ciudad Lineal,Quintana,40.43774,-3.64155,Private room,18.0,3,42,2020-02-23,0.95,2,89,230334,46937,735.75,0,133
20405836,Multipurpose Space Loft Type,145516213,Cabolivo,Chamartín,Prosperidad,40.44286,-3.66888,Entire home/apt,78.0,2,60,2020-03-01,1.45,1,270,148093,79274,951.72,1,109
20408381,HABITACION ACOGEDORA Y TRANQUILA,145213051,Eric,Moratalaz,Fontarrón,40.39874,-3.64241,Private room,15.0,2,40,2020-02-02,0.91,2,0,94405,42823,703.4,0,16
20410398,Lollipop Flats: A Poets Blooming Howl,26435996,Lollipop Flats,Centro,Embajadores,40.41118,-3.70308,Entire home/apt,33.0,1,33,2020-03-10,1.28,10,0,141800,44958,825.0,1,218
20414468,Casa Akhesa,145598915,Akhesa,Arganzuela,Acacias,40.40264,-3.70764,Private room,41.0,2,18,2019-11-04,0.41,1,179,158550,52857,850.0,0,121
20417324,Acogedor y céntrico NUEVO Madrid Centro,17644541,Angel,Centro,Embajadores,40.41175,-3.69986,Entire home/apt,49.0,4,64,2020-03-09,1.45,1,87,141800,44958,825.0,1,218
20420410,Estudio  calle Fuencarral,72047848,Isabel,Centro,Universidad,40.42535,-3.7016,Entire home/apt,75.0,2,11,2020-03-16,0.58,2,326,141800,44958,825.0,1,218
20424563,La casita de David,145704629,David,Puente de Vallecas,Entrevías,40.38133,-3.67545,Private room,24.0,1,40,2020-09-05,0.93,4,165,257924,32666,600.01,0,79
20434007,"Habitación zona Retiro, junto a la M30",3640786,Gabriela,Retiro,Niño Jesús,40.40755,-3.67332,Private room,15.0,30,24,2018-02-26,0.54,1,0,118863,64787,950.0,0,40
20434663,Puerta del Sol Pink Aduana,145813916,Oscar,Centro,Sol,40.41717,-3.70241,Entire home/apt,121.0,2,30,2019-10-11,0.69,1,0,141800,44958,825.0,1,218
20436193,Apartamento Santiago Bernabeu IFEMA. Chamartin,137316503,Benito,Chamartín,Hispanoamérica,40.45488,-3.68023,Entire home/apt,69.0,3,53,2020-03-05,1.22,1,184,148093,79274,951.72,1,109
20439003,"Habitación acogedora,comoda y con buen trato",34422530,Jose,Retiro,Pacífico,40.40605,-3.67987,Private room,39.0,30,1,2019-10-31,0.06,1,363,118863,64787,950.0,0,40
20446772,"DELUX APARTMENT IN MADRID, CALATRAVA 6",145927008,Nikolana Y Jose,Centro,Palacio,40.40934,-3.71084,Entire home/apt,229.0,2,143,2020-02-23,3.24,6,90,141800,44958,825.0,1,218
20450722,luminoso y espacioso,87677104,Sara,Centro,Sol,40.41896,-3.70078,Private room,50.0,2,0,,0.0,1,0,141800,44958,825.0,1,218
20452408,Stunning Flat with Private Terrace Right in Downtown&Netflix,14078700,Miguel,Centro,Universidad,40.42541,-3.7068,Entire home/apt,300.0,3,94,2021-04-11,2.12,2,81,141800,44958,825.0,1,218
20456319,NEW APT-LOCATION LOCATION LOCATION!(BAR),34217435,Luis,Centro,Justicia,40.42182,-3.69771,Entire home/apt,80.0,1,41,2021-03-06,1.02,11,233,141800,44958,825.0,1,218
20465040,Apartamento  CINCO TORRES CEDROS PLAZA CASTILLA,118075498,Carmen Y Marco,Tetuán,Almenara,40.47134,-3.68963,Entire home/apt,93.0,1,85,2020-12-16,1.94,3,260,167776,45762,756.23,0,177
20468641,Habitación Barrio de Salamanca,47836162,Bea,Salamanca,Castellana,40.43112,-3.68172,Private room,29.0,2,1,2017-09-10,0.02,1,0,147256,69147,969.21,0,79
20473789,"Espectacular, norte de Madrid Sanchinarro.",146165870,Francisco Manuel,Hortaleza,Valdefuentes,40.49865,-3.65305,Entire home/apt,80.0,2,138,2020-03-08,3.1,1,136,209178,61472,896.61,1,28
20484466,APARTAMENTO 2 HABITACIONES INDIVIDUALES,25601630,Nancy,Ciudad Lineal,Pueblo Nuevo,40.42776,-3.63842,Private room,50.0,30,4,2020-01-31,0.09,4,364,230334,46937,735.75,0,133
20485247,Design house newly renovated in Retiro,91523667,Violeta,Retiro,Adelfas,40.40218,-3.66963,Entire home/apt,61.0,1,126,2020-09-30,2.87,1,0,118863,64787,950.0,0,40
20487100,GENIAL APARTMENT NEW,17515542,Emilio-Abel,Salamanca,Goya,40.42865,-3.67613,Entire home/apt,46.0,7,10,2020-03-01,0.38,4,357,147256,69147,969.21,0,79
