id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,poblacion_total,renta_media_hogar,alquiler_medio_mes,tiene_gran_recinto,total_vut
6369,"Rooftop terrace room ,  ensuite bathroom",13660,Simon,Chamartín,Hispanoamérica,40.45724,-3.67688,Private room,60.0,1,78,2020-09-20,0.58,1,180,148093,79274,951.72,1,109
21853,Bright and airy room,83531,Abdel,Latina,Cármenes,40.40381,-3.7413,Private room,31.0,4,33,2018-07-15,0.42,2,364,251139,38078,651.95,0,68
23001,Apartmento Arganzuela- Madrid Rio,82175,Jesus,Arganzuela,Legazpi,40.3884,-3.69511,Entire home/apt,50.0,15,0,,0.0,7,1,158550,52857,850.0,0,121
24805,Gran Via Studio Madrid,346366726,A,Centro,Universidad,40.42183,-3.70529,Entire home/apt,92.0,5,10,2020-03-01,0.13,1,72,141800,44958,825.0,1,218
26825,Single Room whith private Bathroom,114340,Agustina,Arganzuela,Legazpi,40.38975,-3.69018,Private room,26.0,2,149,2020-03-12,1.12,1,365,158550,52857,850.0,0,121
28200,Apartamento Arganzuela Planetario,82175,Jesus,Arganzuela,Legazpi,40.3886,-3.69492,Entire home/apt,85.0,1,3,2012-05-28,0.03,7,365,158550,52857,850.0,0,121
30320,Great Vacational Apartments,130907,Dana,Centro,Sol,40.41476,-3.70418,Entire home/apt,65.0,5,170,2020-01-04,1.29,3,351,141800,44958,825.0,1,218
30959,Beautiful loft in Madrid Center,132883,Angela,Centro,Embajadores,40.41259,-3.70105,Entire home/apt,54.0,3,8,2017-05-30,0.11,1,0,141800,44958,825.0,1,218
37859,"PISO, OPERA, MADRID, GRANDE",162701,Nacho,Centro,Palacio,40.41844,-3.71073,Entire home/apt,1400.0,3,0,,0.0,3,365,141800,44958,825.0,1,218
40718,COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA,34217435,Luis,Centro,Justicia,40.41969,-3.69736,Entire home/apt,79.0,3,118,2019-07-23,0.91,11,302,141800,44958,825.0,1,218
40916,Holiday Apartment Madrid Center,130907,Dana,Centro,Universidad,40.42247,-3.70577,Entire home/apt,90.0,5,48,2020-01-05,0.38,3,346,141800,44958,825.0,1,218
47957,"Amazing Apartment, Salamanca Distri",218515,Sergio,Salamanca,Goya,40.42792,-3.67682,Entire home/apt,82.0,10,55,2018-07-10,0.44,2,319,147256,69147,969.21,0,79
59923,Habitación para féminas en el centro de Madrid,288380,Desconocido,Centro,Palacio,40.42103,-3.71038,Private room,40.0,1,17,2019-10-05,0.15,1,365,141800,44958,825.0,1,218
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,Justicia,40.41884,-3.69655,Private room,24.0,1,79,2020-09-06,2.21,2,357,141800,44958,825.0,1,218
64131,Habitación Metro Lacoma,313365,Gina,Fuencarral - El Pardo,Peñagrande,40.48543,-3.72318,Private room,21.0,2,35,2020-11-30,0.46,2,364,256037,62385,894.61,0,52
70059,Tu hogar en centro de Madrid.,353616,Diana,Centro,Universidad,40.42381,-3.71038,Entire home/apt,51.0,5,41,2020-08-26,0.33,1,38,141800,44958,825.0,1,218
70316,Superbly located Monthly rental Bills Incl.,353738,Raquel,Centro,Palacio,40.42191,-3.71038,Entire home/apt,75.0,28,7,2020-04-30,0.1,1,348,141800,44958,825.0,1,218
72150,Sunny attic duplex flat with terrace next to Sol,364585,Vin,Centro,Embajadores,40.4115,-3.70449,Entire home/apt,139.0,2,108,2020-07-31,0.87,5,180,141800,44958,825.0,1,218
74352,Cozy apartment in the coolest  neighbourhood,391014,Juan,Centro,Embajadores,40.40864,-3.70884,Entire home/apt,80.0,8,5,2019-08-04,0.11,1,288,141800,44958,825.0,1,218
75609,Estudio Museo Dino,401552,Mercedes,Centro,Embajadores,40.40892,-3.69697,Entire home/apt,63.0,3,56,2020-03-04,0.51,1,46,141800,44958,825.0,1,218
82481,"Retiro Park, Stay at cosy studio",448981,Mercedes,Salamanca,Recoletos,40.42342,-3.68123,Entire home/apt,63.0,3,108,2017-11-29,0.89,1,0,147256,69147,969.21,0,79
84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,Embajadores,40.40866,-3.70374,Entire home/apt,46.0,2,185,2020-03-09,1.53,1,37,141800,44958,825.0,1,218
86042,Cozy attic with intimate rooftop terrace+ elevator,364585,Vin,Centro,Embajadores,40.40939,-3.69812,Entire home/apt,125.0,2,153,2020-03-05,1.28,5,179,141800,44958,825.0,1,218
89954,Amazing apt in the historic center,487095,Beatriz,Centro,Palacio,40.41358,-3.71353,Entire home/apt,114.0,2,209,2020-03-11,1.75,1,365,141800,44958,825.0,1,218
92920,Bedroom in Chueca Madrid,495849,Raul,Centro,Justicia,40.42491,-3.69552,Private room,70.0,2,92,2019-12-01,0.76,1,363,141800,44958,825.0,1,218
93100,*** MALASAÑA B&B ***,499977,Charo,Centro,Universidad,40.42378,-3.70248,Private room,45.0,1,643,2020-03-17,5.31,3,289,141800,44958,825.0,1,218
96807,"double room, bathroom",513331,Mark´S,Puente de Vallecas,Palomeras Bajas,40.38159,-3.65534,Private room,31.0,4,77,2019-07-07,0.64,7,365,257924,32666,600.01,0,79
100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,Valverde,40.50044,-3.67032,Entire home/apt,60.0,2,3,2016-06-24,0.05,1,0,256037,62385,894.61,0,52
101507,NICE FLAT IN THE CENTER OF MADRID,5795235,Elise,Centro,Embajadores,40.40786,-3.70223,Entire home/apt,50.0,3,62,2021-02-28,0.68,4,31,141800,44958,825.0,1,218
102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,Pueblo Nuevo,40.43422,-3.64196,Private room,19.0,3,0,,0.0,1,89,230334,46937,735.75,0,133
102194,Chic apartment CHUECA totally soundproofed,534515,Guillermo,Centro,Justicia,40.42318,-3.69748,Entire home/apt,96.0,2,23,2020-03-01,0.19,1,226,141800,44958,825.0,1,218
103541,CENTRAL AND COMFORT APTO. W/PARKING,361930,Maria,Chamberí,Almagro,40.43815,-3.69764,Entire home/apt,70.0,2,187,2021-04-11,1.57,6,313,141522,65174,998.75,0,60
114854,NICE CENTRAL TOURISM-BUSINESS APTO,361930,Maria,Chamberí,Rios Rosas,40.4382,-3.69389,Entire home/apt,70.0,2,114,2021-02-28,0.98,6,320,141522,65174,998.75,0,60
119389,Madrid Apartment Latina,378073,Alvaro,Centro,Embajadores,40.40919,-3.70908,Entire home/apt,105.0,3,78,2021-04-11,0.67,7,233,141800,44958,825.0,1,218
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,Palacio,40.41143,-3.70912,Private room,20.0,1,197,2021-04-04,1.68,4,45,141800,44958,825.0,1,218
120762,SHINY ROOM in DOWNTOWN / MALASAÑA!!,606925,Noelia,Centro,Universidad,40.42231,-3.70482,Private room,32.0,1,222,2020-09-19,1.84,3,262,141800,44958,825.0,1,218
123864,LOVELY STUDIO IN OLD TOWN-A/C-WIFI,605612,Ulises,Centro,Embajadores,40.41001,-3.70704,Entire home/apt,44.0,1,532,2021-04-10,4.46,4,83,141800,44958,825.0,1,218
127819,140 m2 Architect flat - Madrid center,632589,Janasor,Centro,Cortes,40.4141,-3.70289,Entire home/apt,148.0,1,90,2021-02-20,0.86,1,343,141800,44958,825.0,1,218
132428,Habitacion en Anton Martin,650803,Jose Luis,Centro,Embajadores,40.41012,-3.69709,Private room,30.0,3,104,2021-01-10,2.21,1,1,141800,44958,825.0,1,218
136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,Los Angeles,40.35761,-3.69723,Private room,21.0,1,72,2018-12-16,0.6,1,289,172551,35011,600.0,0,17
154224,NICE FLAT SANTA ANA.45m2 WIFI (A),740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,69.0,3,84,2020-03-09,0.82,8,341,141800,44958,825.0,1,218
163429,Centrical loft in Madrid (Chamberi),780107,Desconocido,Chamberí,Trafalgar,40.43765,-3.70408,Entire home/apt,65.0,90,8,2019-03-17,0.07,1,1,141522,65174,998.75,0,60
167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,Piovera,40.45575,-3.64912,Private room,45.0,1,23,2020-02-07,0.22,2,363,209178,61472,896.61,1,28
170750,2-bedroom attic & rooftop terrace,814490,Rafael,Centro,Universidad,40.42386,-3.70489,Entire home/apt,91.0,25,190,2018-12-09,1.65,2,340,141800,44958,825.0,1,218
171144,Penthouse in PALACIO with 2 ROOMS,816497,Isabel,Centro,Palacio,40.41678,-3.71156,Entire home/apt,120.0,3,11,2021-03-30,0.09,1,1,141800,44958,825.0,1,218
177523,"★STAYCATION★ Centro - Exclusivo, Estudio Diseño",596469,Gabriel Avalos,Centro,Universidad,40.42876,-3.70379,Entire home/apt,72.0,5,13,2021-04-09,0.11,25,233,141800,44958,825.0,1,218
177846,"HABITACIÓN EN MALASAÑA, CON BALCÓN Y MUCHA LUZ",850654,Laila,Centro,Universidad,40.42399,-3.70389,Private room,20.0,3,61,2019-06-30,0.52,4,365,141800,44958,825.0,1,218
177850,"PEQUEÑA HABITACIÓN EN CENTRO, EN BARRIO MALASAÑA",850654,Laila,Centro,Universidad,40.42609,-3.70551,Private room,18.0,4,105,2020-03-03,0.93,4,365,141800,44958,825.0,1,218
196197,Views of San Andres Baroque from a Central Madrid Apartment,852616,Meyling,Centro,Palacio,40.41235,-3.70967,Entire home/apt,55.0,2,288,2021-02-14,2.46,2,269,141800,44958,825.0,1,218
199016,Room in central top floor with 2 terraces,967721,Santi,Centro,Universidad,40.4257,-3.70383,Private room,28.0,2,25,2020-03-01,0.35,1,364,141800,44958,825.0,1,218
199201,"Converted theatre, historic centre",749212,Henrietta,Centro,Embajadores,40.41319,-3.7024,Private room,75.0,3,149,2020-03-14,1.27,1,364,141800,44958,825.0,1,218
200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,Castellana,40.43201,-3.68358,Entire home/apt,214.0,7,0,,0.0,1,365,147256,69147,969.21,0,79
201033,Shiny Room in Malasaña II/Center,606925,Noelia,Centro,Universidad,40.4221,-3.70685,Private room,40.0,1,53,2020-03-01,0.45,3,1,141800,44958,825.0,1,218
204570,Lovely 110m2 home - Best location!,1004721,Alex,Centro,Cortes,40.4152,-3.69668,Entire home/apt,80.0,5,100,2021-01-03,0.86,1,150,141800,44958,825.0,1,218
205199,Tafari Gran Via,1008659,Nuria,Centro,Universidad,40.42116,-3.70384,Entire home/apt,85.0,3,272,2020-02-07,2.33,2,365,141800,44958,825.0,1,218
207275,Bedroom with views,124972,Luisa,Moncloa - Aravaca,Casa de Campo,40.42829,-3.72119,Private room,50.0,10,8,2020-01-28,0.08,4,365,126257,71711,900.49,1,24
209373,Attic in the Heart of Madrid-WIFI,1031664,José,Centro,Embajadores,40.41126,-3.70347,Private room,30.0,7,37,2020-04-01,0.33,1,277,141800,44958,825.0,1,218
209780,The Mad B&B - Cool 3BD with Wifi & AC,669927,Diana,Carabanchel,Abrantes,40.37935,-3.73162,Entire home/apt,94.0,2,192,2021-03-30,1.66,1,0,278090,36350,650.0,0,85
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,Canillas,40.45959,-3.64699,Private room,55.0,2,122,2021-04-05,1.06,1,365,209178,61472,896.61,1,28
217674,PENTHOUSE PLAZA MAYOR ROOFTOP TERRACE XVI CENTURY,1732442,Anouk,Centro,Sol,40.41538,-3.70741,Entire home/apt,101.0,3,207,2021-03-29,1.81,7,316,141800,44958,825.0,1,218
219303,*** Malasaña B&B exterior***,499977,Charo,Centro,Universidad,40.42377,-3.70241,Private room,19.0,1,185,2020-10-11,1.6,3,364,141800,44958,825.0,1,218
225462,Bright silent room in the center,1174648,Rebeca,Centro,Cortes,40.41366,-3.69788,Private room,30.0,2,147,2020-03-10,1.3,1,338,141800,44958,825.0,1,218
225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,Arapiles,40.43595,-3.70706,Private room,25.0,25,31,2020-03-07,0.3,3,0,141522,65174,998.75,0,60
229664,Beautiful cozy loft madrid center,1130651,Sergio,Centro,Embajadores,40.4078,-3.70085,Entire home/apt,43.0,2,493,2020-12-23,4.25,3,289,141800,44958,825.0,1,218
231861,COMFORTABLE ROOM IN A GREAT AREA!!!,1212528,Silvia,Chamberí,Trafalgar,40.43699,-3.70037,Private room,61.0,1,0,,0.0,1,0,141522,65174,998.75,0,60
240128,CHEAP  ROOM ONLY GIRLS OR COUPLES,630482,Raquel,Carabanchel,Opañel,40.3924,-3.72344,Private room,25.0,5,77,2019-08-09,0.67,2,364,278090,36350,650.0,0,85
256004,CASA ARCO CUCHILLEROS-BOTIN,1732442,Anouk,Centro,Sol,40.41428,-3.70767,Entire home/apt,80.0,3,146,2020-02-16,1.32,7,365,141800,44958,825.0,1,218
260656,Quiet duplex apartment in Lavapiés,1367452,Javier,Centro,Embajadores,40.40743,-3.70114,Entire home/apt,88.0,7,36,2020-03-31,0.32,1,362,141800,44958,825.0,1,218
260951,"Spectacular Loft ""A"" Ifema  Madrid",1351865,Angela Y Jaime,Hortaleza,Valdefuentes,40.47189,-3.62966,Entire home/apt,95.0,3,135,2020-12-19,1.24,4,0,209178,61472,896.61,1,28
261878,GREAT STUDIO! BEST REVIEWS! CENTRAL,1373873,Al,Centro,Universidad,40.42269,-3.70378,Entire home/apt,67.0,3,484,2021-04-07,4.22,1,151,141800,44958,825.0,1,218
263748,"LOFT ""C"" modern design loft IFEMA",1351865,Angela Y Jaime,Hortaleza,Valdefuentes,40.47142,-3.62881,Entire home/apt,64.0,4,111,2021-04-11,1.05,4,37,209178,61472,896.61,1,28
268275,Madrid center with balconies,1406073,Jose Antonio,Centro,Embajadores,40.41194,-3.70339,Entire home/apt,79.0,2,57,2019-04-08,0.51,1,104,141800,44958,825.0,1,218
280733,Stylish apartment you will love with balconies,596469,Gabriel Avalos,Centro,Universidad,40.42457,-3.70802,Entire home/apt,110.0,5,32,2019-12-25,0.34,25,184,141800,44958,825.0,1,218
281224,Central & Comfy Apartment in Opera - Royal Palace,1466005,Pe,Centro,Palacio,40.41685,-3.70882,Entire home/apt,68.0,2,106,2021-03-13,1.9,1,163,141800,44958,825.0,1,218
282195,Winter Offer 40m2 Wifi. Centre O,740087,Jesus&Sonia,Centro,Cortes,40.41391,-3.7005,Entire home/apt,71.0,3,47,2020-03-10,0.49,8,340,141800,44958,825.0,1,218
282196,"COZY FLAT, SANTA ANA,40m2,WIFI (I)",740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,59.0,3,72,2020-03-14,0.65,8,341,141800,44958,825.0,1,218
282715,"Cozy and Luxury Penthouse, GL*****Madrid",1473247,Marta,Salamanca,Recoletos,40.42432,-3.68329,Entire home/apt,175.0,2,111,2020-03-03,1.02,1,337,147256,69147,969.21,0,79
283862,"CENTER
HISTORICAL, SOL, DUPLEX",1478367,Amalia,Centro,Sol,40.41681,-3.70747,Entire home/apt,106.0,1,32,2020-02-04,0.47,1,0,141800,44958,825.0,1,218
287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,Universidad,40.42683,-3.71108,Private room,30.0,1,11,2014-11-08,0.1,2,0,141800,44958,825.0,1,218
289555,Casa Museo del Prado-Private room.,901218,Myrko,Centro,Cortes,40.41758,-3.69631,Private room,26.0,1,168,2020-10-31,1.81,22,308,141800,44958,825.0,1,218
294520,Centro de Madrid Gran Habitación,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,50.0,2,25,2020-03-01,0.33,4,0,141800,44958,825.0,1,218
294529,Centro de Madrid. Room 3,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,37.0,4,55,2019-10-24,0.49,4,365,141800,44958,825.0,1,218
297017,Charming Prado Luxury,4677030,Jaime,Centro,Cortes,40.41414,-3.69419,Entire home/apt,89.0,3,58,2021-04-05,0.91,6,344,141800,44958,825.0,1,218
310333,"Central, cute & Art Apartment",1596220,Paloma,Centro,Embajadores,40.40908,-3.69514,Entire home/apt,61.0,4,108,2021-02-14,1.03,1,333,141800,44958,825.0,1,218
310678,Precioso apartamento en Gran Via,1598163,Soledad,Centro,Universidad,40.42163,-3.70785,Entire home/apt,68.0,3,311,2019-12-30,2.77,1,263,141800,44958,825.0,1,218
315682,QUIET and SPACIOUS .Heart of Malasaña.Madrid.,1095831,Rosalind  & Tino,Centro,Universidad,40.42365,-3.70379,Entire home/apt,172.0,3,208,2020-03-14,1.89,4,0,141800,44958,825.0,1,218
316711,"OPERA, PALACIO REAL, CENTRO, SOL",162701,Nacho,Centro,Sol,40.41822,-3.70845,Private room,200.0,15,15,2019-09-07,0.25,3,159,141800,44958,825.0,1,218
333974,Winter froml 34€per.Centric.Wifi E,740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,59.0,3,62,2020-03-07,0.59,8,341,141800,44958,825.0,1,218
336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,Delicias,40.39516,-3.69309,Entire home/apt,106.0,2,57,2021-04-03,1.4,5,90,158550,52857,850.0,0,121
336834,2 bedroom apartament in Chueca-Fuen,1713427,Helena,Centro,Justicia,40.42242,-3.69562,Entire home/apt,65.0,5,44,2020-03-24,0.4,1,1,141800,44958,825.0,1,218
336869,Direct to Plaza Mayor!,1713524,Oliver,Centro,Sol,40.41593,-3.70602,Private room,87.0,2,105,2018-10-09,0.96,2,0,141800,44958,825.0,1,218
337292,Principe de Vergara. Homey Room,1714866,Francisco,Chamartín,Ciudad Jardín,40.44663,-3.67625,Private room,35.0,2,7,2017-04-18,0.07,1,0,148093,79274,951.72,1,109
339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,Universidad,40.42838,-3.70345,Entire home/apt,64.0,3,124,2019-08-31,1.13,2,258,141800,44958,825.0,1,218
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,Cortes,40.41285,-3.69553,Entire home/apt,82.0,3,157,2020-10-06,1.44,1,304,141800,44958,825.0,1,218
339813,Room in Madrid Center good ambient,1713273,Antonio,Centro,Cortes,40.41204,-3.6975,Entire home/apt,80.0,2,2,2013-12-06,0.02,1,364,141800,44958,825.0,1,218
341939,Self-catering Apartment in Madrid,1694537,Miguel Angel & Iaia,Centro,Embajadores,40.41037,-3.70018,Entire home/apt,55.0,30,167,2020-03-31,1.51,1,289,141800,44958,825.0,1,218
342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,Embajadores,40.41015,-3.69797,Entire home/apt,79.0,5,32,2020-03-05,0.3,2,363,141800,44958,825.0,1,218
342557,Berlin's Park at your window. Parking included.,1738288,Jose Angel,Chamartín,Ciudad Jardín,40.45005,-3.67569,Private room,70.0,2,55,2019-11-03,0.6,1,343,148093,79274,951.72,1,109
342952,Special price 29€ per.Center.Wifi U,740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,59.0,3,116,2020-03-09,1.07,8,340,141800,44958,825.0,1,218
345195,DUPLO Heart of Madrid/Malasaña,1095831,Rosalind  & Tino,Centro,Universidad,40.42365,-3.70536,Entire home/apt,89.0,3,4,2019-04-11,0.04,4,0,141800,44958,825.0,1,218
345230,GOYA apartment.Heart of Madrid,1095831,Rosalind  & Tino,Centro,Universidad,40.42531,-3.70597,Private room,77.0,3,4,2019-04-11,0.05,4,89,141800,44958,825.0,1,218
345233,MIRO apartment.Heart of Madrid,1095831,Rosalind  & Tino,Centro,Universidad,40.42504,-3.704,Private room,77.0,3,4,2018-12-15,0.04,4,89,141800,44958,825.0,1,218
345249,CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT,1751133,The Punset Family,Tetuán,Almenara,40.47148,-3.68946,Entire home/apt,166.0,2,28,2019-12-15,0.28,2,325,167776,45762,756.23,0,177
347510,Classy Central Family Alcalá Deluxe,1751133,The Punset Family,Salamanca,Fuente del Berro,40.42881,-3.66605,Entire home/apt,223.0,2,42,2019-09-07,0.39,2,356,147256,69147,969.21,0,79
354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,Universidad,40.4249,-3.7097,Entire home/apt,70.0,20,38,2018-07-03,0.35,2,0,141800,44958,825.0,1,218
361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,Niño Jesús,40.40988,-3.67503,Entire home/apt,100.0,2,155,2020-09-30,1.41,2,149,118863,64787,950.0,0,40
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,Sol,40.41676,-3.70682,Private room,44.0,2,398,2021-03-07,3.62,1,358,141800,44958,825.0,1,218
371532,"Fantastic Location. Great apartment, Opera",1871034,Olga,Centro,Palacio,40.41944,-3.70945,Entire home/apt,80.0,2,78,2020-03-05,0.72,1,180,141800,44958,825.0,1,218
375472,Host family in the center of Madrid,1888816,Margarita,Arganzuela,Acacias,40.40334,-3.70254,Private room,19.0,6,148,2021-04-10,1.41,4,16,158550,52857,850.0,0,121
376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,Embajadores,40.41115,-3.69673,Entire home/apt,42.0,1,19,2020-04-30,0.21,2,258,141800,44958,825.0,1,218
377151,private house in elegant neiborhood,1895571,Lola,Salamanca,Fuente del Berro,40.42163,-3.66249,Private room,30.0,1,30,2019-08-05,0.33,2,0,147256,69147,969.21,0,79
391795,Quiet room in a terraced house,1958516,Almu Y Santi,Puente de Vallecas,Entrevías,40.37733,-3.67441,Private room,35.0,2,13,2014-02-23,0.12,2,365,257924,32666,600.01,0,79
396532,"Apart. 25mts from Gran Via,exterior",1981346,Daniel,Centro,Sol,40.41959,-3.70373,Entire home/apt,88.0,2,119,2020-02-16,1.1,1,48,141800,44958,825.0,1,218
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Lista,40.42978,-3.67817,Private room,25.0,3,125,2020-12-23,1.14,1,296,147256,69147,969.21,0,79
406697,Lovely & Cozy Apartment Center,1973909,Jose Y Ana,Centro,Cortes,40.41401,-3.70004,Entire home/apt,56.0,2,383,2019-03-23,3.49,1,0,141800,44958,825.0,1,218
410699,80m2 spacious bright loft apartment,2044655,Sylvia,Centro,Sol,40.41737,-3.70015,Entire home/apt,140.0,2,153,2020-03-01,1.4,5,193,141800,44958,825.0,1,218
415967,LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40.40827,-3.70049,Entire home/apt,58.0,2,152,2018-11-25,1.39,1,150,141800,44958,825.0,1,218
416705,Quiet room in a two level house,1958516,Almu Y Santi,Puente de Vallecas,Entrevías,40.379,-3.67423,Private room,30.0,2,66,2014-07-19,0.6,2,351,257924,32666,600.01,0,79
420039,Bonito estudio en pleno centro,9934732,Fernando Javier,Centro,Universidad,40.42738,-3.70635,Entire home/apt,57.0,1,648,2020-12-05,6.0,5,244,141800,44958,825.0,1,218
423655,Tribunal Apartment,1719263,Leticia,Centro,Justicia,40.42719,-3.70142,Entire home/apt,100.0,5,2,2014-09-06,0.02,1,269,141800,44958,825.0,1,218
424816,Habitación privada en apartamento..,2111994,Desconocido,Tetuán,Cuatro Caminos,40.45399,-3.69957,Private room,30.0,90,4,2017-05-31,0.04,2,363,167776,45762,756.23,0,177
427407,study sol-atocha I,2106353,Reyes,Centro,Embajadores,40.41155,-3.70146,Entire home/apt,65.0,2,7,2015-07-25,0.07,2,323,141800,44958,825.0,1,218
429306,Vintage and Scandi Chic at an Historic Central Madrid Home,2134007,Lola,Chamberí,Arapiles,40.43028,-3.70732,Entire home/apt,103.0,3,182,2020-09-15,1.7,2,264,141522,65174,998.75,0,60
429604,sol-atocha II study,2106353,Reyes,Centro,Cortes,40.4135,-3.70145,Entire home/apt,65.0,2,2,2015-06-25,0.02,2,306,141800,44958,825.0,1,218
431806,CHARMING SUITE IN MADRID'S LEDGE,2146727,Carlos,Moncloa - Aravaca,Casa de Campo,40.42827,-3.72226,Private room,30.0,15,102,2020-07-24,0.94,4,322,126257,71711,900.49,1,24
435010,Cute penthouse room in Madrid!!!,2160658,Desconocido,Centro,Palacio,40.41275,-3.70862,Private room,25.0,2,202,2020-02-16,1.88,1,351,141800,44958,825.0,1,218
439715,Chueca Secret Apartment,2184106,Pedro,Centro,Justicia,40.42224,-3.69776,Entire home/apt,100.0,2,13,2013-10-27,0.12,1,365,141800,44958,825.0,1,218
440596,Quiet Central Apartment with WiFi,1280726,Mallory,Chamberí,Trafalgar,40.43015,-3.69864,Entire home/apt,30.0,3,7,2012-09-23,0.07,1,0,141522,65174,998.75,0,60
442986,madrid center chueca house wiffi,2201302,Cesar,Centro,Justicia,40.42389,-3.6977,Entire home/apt,96.0,2,18,2019-12-08,0.17,1,363,141800,44958,825.0,1,218
444113,Pretty room,2206218,Tomas,Latina,Lucero,40.40182,-3.75334,Private room,25.0,1,0,,0.0,1,365,251139,38078,651.95,0,68
449218,"Central, fully equipped, best price",2230279,Marina,Centro,Justicia,40.42849,-3.70183,Entire home/apt,49.0,3,287,2020-11-17,2.65,1,197,141800,44958,825.0,1,218
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.39032,-3.71382,Private room,30.0,2,7,2020-10-24,0.15,1,0,278090,36350,650.0,0,85
460898,Wide and nice apartment in Madrid,2290984,Artur,Fuencarral - El Pardo,La Paz,40.48503,-3.69858,Private room,15.0,30,0,,0.0,1,362,256037,62385,894.61,0,52
462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,Palacio,40.40869,-3.71073,Entire home/apt,121.0,2,62,2020-07-25,0.57,1,196,141800,44958,825.0,1,218
464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT.",2307294,Lua & Carlos,Centro,Universidad,40.42186,-3.70341,Entire home/apt,85.0,3,60,2018-04-24,0.55,1,104,141800,44958,825.0,1,218
467552,DESIGN PENTHOUSE ALONSO MARTINEZ!,2320165,Fernando,Chamberí,Almagro,40.42859,-3.69521,Entire home/apt,72.0,2,33,2020-01-04,0.31,1,158,141522,65174,998.75,0,60
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Universidad,40.42123,-3.70133,Entire home/apt,25.0,30,269,2020-10-31,2.49,1,316,141800,44958,825.0,1,218
470132,❤Quiet & Comfortable apartment **Superhost**,2332600,Rodrigo,Centro,Embajadores,40.41018,-3.70164,Entire home/apt,77.0,3,38,2018-10-28,0.35,1,0,141800,44958,825.0,1,218
473112,LUXURY DUPLEX CENTER A/A-WIFI,2346162,Carlos,Centro,Justicia,40.42349,-3.70024,Entire home/apt,74.0,12,55,2021-02-28,0.51,1,152,141800,44958,825.0,1,218
479718,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jesús,San Blas - Canillejas,Rosas,40.43202,-3.60353,Private room,76.0,3,14,2017-01-02,0.13,1,363,168526,44468,735.0,1,18
490610,"Bed&Breakfast, 2 bedrooms for 3, at Latina",2426135,Fernando,Latina,Puerta del Angel,40.40996,-3.72491,Private room,38.0,2,19,2019-08-21,0.18,1,0,251139,38078,651.95,0,68
491070,NICE APT IN THE HEART OF MADRID !!!,2427722,Ignacio,Centro,Universidad,40.42885,-3.70479,Entire home/apt,70.0,180,11,2019-07-08,0.1,1,364,141800,44958,825.0,1,218
492221,CENTRICO EN EL BARRIO DE LA LATINA,2433045,Manuel,Centro,Palacio,40.41322,-3.70949,Entire home/apt,69.0,2,216,2020-03-31,2.07,1,227,141800,44958,825.0,1,218
493238,ElRastro-Plaza Mayor. Air cond-WIFI,2436735,Gemma,Centro,Embajadores,40.40655,-3.70629,Entire home/apt,54.0,4,205,2019-10-28,1.91,1,289,141800,44958,825.0,1,218
